answer_body,truth,answer_id
"[""<code>The type initializer for 'CSMessageUtility.CSDetails' threw an exception.</code> means that the static constructor on that class threw an Exception - so you need to look either in the static constructor of the CSDetails class, or in the initialisation of any static members of that class.""]",[0],4398374
"['Check the <code>InnerException</code> property of the <code>TypeInitializationException</code>; it is likely to contain information about the underlying problem, and exactly where it occurred.']",[0],4398380
"[""I'd suggest checking for an inner exception."", ""If there isn't one, check your logs for the exception that occurred immediately prior to this one."", ""This isn't a web-specific exception, I've also encountered it in desktop-app development."", ""In short, what's happening is that the thread receiving this exception is running some asynchronous code (via Invoke(), e.g.)"", ""and that code that's being run asynchronously is exploding with an exception."", 'This target invocation exception is the aftermath of that failure.', ""If you haven't already, place some sort of exception logging wrapper around the asynchronous callbacks that are being invoked when you trigger this error."", 'Event handlers, for instance.', 'That ought to help you track down the problem.', 'Good luck!']","[0,1]",648123
"[""' This code will throw an exception and will be caught.""]",[],3115752
"[""This can happen when invoking a method that doesn't exist.""]",[0],3402508
"['Most likely there is an error somewhere in the get_profile() call.', 'In your view, before you return the request object, put this line:', 'It should raise the error, and give you a more detailed traceback, which you can then use to further debug.']",[0],1479795
"['That exception means that you are trying to unpack a tuple, but the tuple has too many values with respect to the number of target variables.', 'For example: this work, and prints 1, then 2, then 3', 'But this raises your error', 'raises', ""Now, the reason why this happens in your case, I don't know, but maybe this answer will point you in the right direction.""]",[0],1479796
"[""This happens to me when I'm using Jinja2 for templates."", 'The problem can be solved by running the development server using the <code>runserver_plus</code> command from django_extensions.', 'It uses the werkzeug debugger which also happens to be a lot better and has a very nice interactive debugging console.', 'It does some ajax magic to launch a python shell at any frame (in the call stack) so you can debug.']",[],1479907
"[""This problem looked familiar so I thought I'd see if I could replicate from the limited amount of information."", ""A quick search turned up an entry in James Bennett's blog here which mentions that when working with the UserProfile to extend the User model a common mistake in settings.py can cause Django to throw this error."", 'To quote the blog entry:', 'The value of the setting is not ""appname.models.modelname"", it\'s just ""appname.modelname"".', ""The reason is that Django is not using this to do a direct import; instead, it's using an internal model-loading function which only wants the name of the app and the name of the model."", 'Trying to do things like ""appname.models.modelname"" or ""projectname.appname.models.modelname"" in the AUTH_PROFILE_MODULE setting will cause Django to blow up with the dreaded ""too many values to unpack"" error, so make sure you\'ve put ""appname.modelname"", and nothing else, in the value of AUTH_PROFILE_MODULE.', 'If the OP had copied more of the traceback I would expect to see something like the one below which I was able to duplicate by adding ""models"" to my AUTH_PROFILE_MODULE setting.', ""This I think is one of the few cases where Django still has a bit of import magic that tends to cause confusion when a small error doesn't throw the expected exception."", 'You can see at the end of the traceback that I posted how using anything other than the form ""appname.modelname"" for the AUTH_PROFILE_MODULE would cause the line ""app_label, model_name = settings.AUTH_PROFILE_MODULE.split(\'.\')""', 'to throw the ""too many values to unpack"" error.', ""I'm 99% sure that this was the original problem encountered here.""]",[1],1481134
"['try unpacking in one variable,', 'python will handle it as a list,', 'then unpack from the list']",[],1899737
"['This link may help you.', 'Try checking in your manifest for problems.', 'If you can get it to happen again, post your entire stack trace so that we can see what the error actually is.', ""EDIT: I'm sure you've checked this, but what is on line 12 of the XML file you use for the TourActivity layout?""]",[],4513476
"['It could be related to log4j.', 'Do you have log4j.jar file in the websphere java classpath (as defined in the startup file) as well as the application classpath ?', 'If you do make sure that the log4j.jar file is in the java classpath and that it is NOT in the web-inf/lib directory of your webapp.', 'It can also be related with the ant version (may be not your case, but I do put it here for reference):', 'You have a .class file in your class path (i.e.', 'not a directory or a .jar file).', 'Starting with ant 1.6, ant will open the files in the classpath checking for manifest entries.', 'This attempted opening will fail with the error ""java.util.zip.ZipException""', 'The problem does not exist with ant 1.5 as it does not try to open the files.', ""- so make sure that your classpath's do not contain .class files."", 'On a side note, did you consider having separate jars ?', 'You could in the manifest of your main jar, refer to the other jars with this attribute:', 'Then, place all of your jars in the same folder.', 'Again, may be not valid for your case, but still there for reference.']",[],325206
"[""I've seen this exception before when whatever the JVM considers to be a temp directory is not accessible due to not being there or not having permission to write.""]",[],621864
"['Make sure your jar file is not corrupted.', ""If it's corrupted or not able to unzip, this error will occur.""]","[0,1]",3801759
"['Are you accessing http data?', 'Can you use the HttpClient library instead of the standard library?', 'The library has more options and will provide better error messages.', 'http://hc.apache.org/httpclient-3.x/']",[],135983
"[""The only time I've seen something like this happen is when I have a bad connection, or when somebody is closing the socket that I am using from a different thread context.""]",[0],135985
"['This usually means that there was a network error, such as a TCP timeout.', 'I would start by placing a sniffer (wireshark) on the connection to see if you can see any problems.', 'If there is a TCP error, you should be able to see it.', 'Also, you can check your router logs, if this is applicable.', 'If wireless is involved anywhere, that is another source for these kind of errors.']",[0],135991
"['Introduction', ""The <code>ViewExpiredException</code> will be thrown whenever the <code>javax.faces.STATE_SAVING_METHOD</code> is set to <code>server</code> (default) and the enduser sends a HTTP POST request on a view via <code>&lt;h:form&gt;</code> with <code>&lt;h:commandLink&gt;</code>, <code>&lt;h:commandButton&gt;</code> or <code>&lt;f:ajax&gt;</code>, while the associated view state isn't available in the session anymore."", 'The view state is identified as value of a hidden input field <code>javax.faces.ViewState</code> of the <code>&lt;h:form&gt;</code>.', 'With the state saving method set to <code>server</code>, this contains only the view state ID which references a serialized view state in the session.', 'So, when the session is expired for some reason (either timed out in server or client side, or the session cookie is not maintained anymore for some reason in browser, or by calling <code>HttpSession#invalidate()</code> in server, or due a server specific bug with session cookies as known in WildFly), then the serialized view state is not available anymore in the session and the enduser will get this exception.', 'To understand the working of the session, see also How do servlets work?', 'Instantiation, sessions, shared variables and multithreading.', 'There is also a limit on the amount of views JSF will store in the session.', 'When the limit is hit, then the least recently used view will be expired.', 'See also com.sun.faces.numberOfViewsInSession vs com.sun.faces.numberOfLogicalViews.', ""With the state saving method set to <code>client</code>, the <code>javax.faces.ViewState</code> hidden input field contains instead the whole serialized view state, so the enduser won't get a <code>ViewExpiredException</code> when the session expires."", 'It can however still happen on a cluster environment (""ERROR: MAC did not verify"" is symptomatic) and/or when there\'s a implementation-specific timeout on the client side state configured and/or when server re-generates the AES key during restart, see also Getting ViewExpiredException in clustered environment while state saving method is set to client and user session is valid how to solve it.', 'Regardless of the solution, make sure you do not use <code>enableRestoreView11Compatibility</code>.', 'it does not at all restore the original view state.', 'It basically recreates the view and all associated view scoped beans from scratch and hereby thus losing all of original data (state).', 'As the application will behave in a confusing way (""Hey, where are my input values..??', '""), this is very bad for user experience.', 'Better use stateless views or <code>&lt;o:enableRestorableView&gt;</code> instead so you can manage it on a specific view only instead of on all views.', 'As to the why JSF needs to save view state, head to this answer: Why JSF saves the state of UI components on server?', 'Avoiding ViewExpiredException on page navigation', 'In order to avoid <code>ViewExpiredException</code> when e.g.', 'navigating back after logout when the state saving is set to <code>server</code>, only redirecting the POST request after logout is not sufficient.', 'You also need to instruct the browser to not cache the dynamic JSF pages, otherwise the browser may show them from the cache instead of requesting a fresh one from the server when you send a GET request on it (e.g.', 'by back button).', 'The <code>javax.faces.ViewState</code> hidden field of the cached page may contain a view state ID value which is not valid anymore in the current session.', ""If you're (ab)using POST (command links/buttons) instead of GET (regular links/buttons) for page-to-page navigation, and click such a command link/button on the cached page, then this will in turn fail with a <code>ViewExpiredException</code>."", 'To fire a redirect after logout in JSF 2.0, either add <code>&lt;redirect /&gt;</code> to the <code>&lt;navigation-case&gt;</code> in question (if any), or add <code>?faces-redirect=true</code> to the <code>outcome</code> value.', 'or', 'To instruct the browser to not cache the dynamic JSF pages, create a <code>Filter</code> which is mapped on the servlet name of the <code>FacesServlet</code> and adds the needed response headers to disable the browser cache.', 'E.g.', 'Avoiding ViewExpiredException on page refresh', 'In order to avoid <code>ViewExpiredException</code> when refreshing the current page when the state saving is set to <code>server</code>, you not only need to make sure you are performing page-to-page navigation exclusively by GET (regular links/buttons), but you also need to make sure that you are exclusively using ajax to submit the forms.', ""If you're submitting the form synchronously (non-ajax) anyway, then you'd best either make the view stateless (see later section), or to send a redirect after POST (see previous section)."", 'Having a <code>ViewExpiredException</code> on page refresh is in default configuration a very rare case.', 'It can only happen when the limit on the amount of views JSF will store in the session is hit.', ""So, it will only happen when you've manually set that limit way too low, or that you're continuously creating new views in background (e.g."", 'by a badly implemented poll).', 'See also com.sun.faces.numberOfViewsInSession vs com.sun.faces.numberOfLogicalViews.', 'Another cause is having duplicate JSF libraries in runtime classpath conflicting each other.', 'The correct procedure to install JSF is outlined in our JSF wiki page.', 'Handling ViewExpiredException', 'When you want to handle an unavoidable <code>ViewExpiredException</code> after a POST action on an arbitrary page which was already opened in some browser tab/window while you\'re logged out in another tab/window, then you\'d like to specify an <code>error-page</code> for that in <code>web.xml</code> which goes to a ""Your session is timed out"" page.', 'E.g.', 'Use if necessary a meta refresh header in the error page in case you intend to actually redirect further to home or login page.', '(the <code>0</code> in <code>content</code> represents the amount of seconds before redirect, <code>0</code> thus means ""redirect immediately"", you can use e.g.', '<code>3</code> to let the browser wait 3 seconds with the redirect)', 'Note that handling exceptions during ajax requests requires a special <code>ExceptionHandler</code>.', 'See also Session timeout and ViewExpiredException handling on JSF/PrimeFaces ajax request.', 'You can find a live example at OmniFaces <code>FullAjaxExceptionHandler</code> showcase page (this also covers non-ajax requests).', 'Also note that your ""general"" error page should be mapped on <code>&lt;error-code&gt;</code> of <code>500</code> instead of an <code>&lt;exception-type&gt;</code> of e.g.', '<code>java.lang.Exception</code> or <code>java.lang.Throwable</code>, otherwise all exceptions wrapped in <code>ServletException</code> such as <code>ViewExpiredException</code> would still end up in the general error page.', 'See also ViewExpiredException shown in java.lang.Throwable error-page in web.xml.', 'Stateless views', 'A completely different alternative is to run JSF views in stateless mode.', 'This way nothing of JSF state will be saved and the views will never expire, but just be rebuilt from scratch on every request.', 'You can turn on stateless views by setting the <code>transient</code> attribute of <code>&lt;f:view&gt;</code> to <code>true</code>:', 'This way the <code>javax.faces.ViewState</code> hidden field will get a fixed value of <code>""stateless""</code> in Mojarra (have not checked MyFaces at this point).', 'Note that this feature was introduced in Mojarra 2.1.19 and 2.2.0 and is not available in older versions.', 'The consequence is that you cannot use view scoped beans anymore.', 'They will now behave like request scoped beans.', 'One of the disadvantages is that you have to track the state yourself by fiddling with hidden inputs and/or loose request parameters.', 'Mainly those forms with input fields with <code>rendered</code>, <code>readonly</code> or <code>disabled</code> attributes which are controlled by ajax events will be affected.', 'Note that the <code>&lt;f:view&gt;</code> does not necessarily need to be unique throughout the view and/or reside in the master template only.', ""It's also completely legit to redeclare and nest it in a template client."", 'It basically ""extends"" the parent <code>&lt;f:view&gt;</code> then.', 'E.g.', 'in master template:', 'and in template client:', 'You can even wrap the <code>&lt;f:view&gt;</code> in a <code>&lt;c:if&gt;</code> to make it conditional.', 'Note that it would apply on the entire view, not only on the nested contents, such as the <code>&lt;h:form&gt;</code> in above example.', 'See also', 'ViewExpiredException shown in java.lang.Throwable error-page in web.xml', 'Check if session exists JSF', 'Session timeout and ViewExpiredException handling on JSF/PrimeFaces ajax request', ""Unrelated to the concrete problem, using HTTP POST for pure page-to-page navigation isn't very user/SEO friendly."", 'In JSF 2.0 you should really prefer <code>&lt;h:link&gt;</code> or <code>&lt;h:button&gt;</code> over the <code>&lt;h:commandXxx&gt;</code> ones for plain vanilla page-to-page navigation.', 'So instead of e.g.', 'better do', 'See also', 'When should I use h:outputLink instead of h:commandLink?', 'Difference between h:button and h:commandButton', 'How to navigate in JSF?', 'How to make URL reflect current page (and not previous one)']","[19,30,40]",3642969
"['You need to be in a <code>synchronized</code> block in order for <code>Object.wait()</code> to work.', 'Also, I recommend looking at the concurrency packages instead of the old school threading packages.', 'They are safer and way easier to work with.', 'Happy coding.', 'EDIT', 'I assumed you meant <code>Object.wait()</code> as your exception is what happens when you try to gain access without holding the objects lock.']",[0],1537133
"[""Since you haven't posted code, we're kind of working in the dark."", 'What are the details of the exception?', 'Are you calling Thread.wait() from within the thread, or outside it?', 'I ask this because according to the javadoc for IllegalMonitorStateException, it is:', ""Thrown to indicate that a thread has attempted to wait on an object's monitor or to notify other threads waiting on an object's monitor without owning the specified monitor."", 'To clarify this answer, this call to wait on a thread also throws IllegalMonitorStateException, despite being called from within a synchronized block:']",[],1537225
"['<code>wait</code> is defined in <code>Object</code>, and not it <code>Thread</code>.', 'The monitor on <code>Thread</code> is a little unpredictable.', 'Although all Java objects have monitors, it is generally better to have a dedicated lock:', 'You can get slightly easier to read diagnostics, at a small memory cost (about 2K per process) by using a named class:', 'In order to <code>wait</code> or <code>notify</code>/<code>notifyAll</code> an object, you need to be holding the lock with the <code>synchronized</code> statement.', 'Also, you will need a <code>while</code> loop to check for the wakeup condition (find a good text on threading to explain why).', 'To notify:', 'It is well worth getting to understand both Java language and <code>java.util.concurrent.locks</code> locks (and <code>java.util.concurrent.atomic</code>) when getting into multithreading.', 'But use <code>java.util.concurrent</code> data structures whenever you can.']","[4,5]",1537400
"['Thread.wait() call make sense inside a code that synchronizes on Thread.class object.', ""I don't think it's what you meant."", 'You ask', 'How can I make a thread wait until it will be notified?', 'You can make only your current thread wait.', 'Any other thread can be only gently asked to wait, if it agree.', 'If you want to wait for some condition, you need a lock object - Thread.class object is a very bad choice - it is a singleton AFAIK so synchronizing on it (except for Thread static methods) is dangerous.', 'Details for synchronization and waiting are already explained by Tom Hawtin.', ""<code>java.lang.IllegalMonitorStateException</code> means you are trying to wait on object on which you are not synchronized - it's illegal to do so.""]",[6],1538078
"['Based on your comments it sounds like you are doing something like this:', 'There are two problems.', 'First, as others have said, <code>obj.wait()</code> can only be called if the current thread holds the primitive mutex for <code>obj</code>.', 'If the current thread does not hold the mutex, you get the exception you are seeing.', 'The second (more important) problem is that <code>thread.wait()</code> does not do what you seem to be expecting it to do.', 'Specifically, <code>thread.wait()</code> does not cause the nominated thread to wait.', 'Rather it causes the current thread to wait until some other thread calls <code>thread.notify()</code> or <code>thread.notifyAll()</code>.', ""There is actually no safe way to force a Thread instance to pause if it doesn't want to."", '(The nearest that Java has to this is the deprecated <code>Thread.suspend()</code> method, but that method is inherently unsafe, as is explained in the Javadoc.)', 'If you want the newly started Thread to pause, the best way to do it is to create a CountdownLatch instance and have the thread call <code>await()</code> on the latch to pause itself.', 'The main thread would then call <code>countDown()</code> on the latch to let the paused thread continue.']","[2,4]",1538514
['In Java is almost the same:'],[0],1097536
"[""will simply rethrow the exception you've caught (obviously the surrounding method has to permit this via its signature etc.)."", 'The exception will maintain the original stack trace.']",[0],1097539
"['In Java, you just throw the exception you caught, so <code>throw e</code> rather than just <code>throw</code>.', 'Java maintains the stack trace.']",[0],1097543
['I would prefer:'],[0],1097550
['something like this'],[0],1607627
['You can also wrap the exception in another one AND keep the original stack trace by passing in the Exception as a Throwable as the cause parameter:'],[],1097591
"['You are missing a field annotated with <code>@Id</code>.', 'Each <code>@Entity</code> needs an <code>@Id</code> - this is the primary key in the database.', ""If you don't want your entity to be persisted in a separate table, but rather be a part of other entities, you can use <code>@Embeddable</code> instead of <code>@Entity</code>."", 'If you want simply a data transfer object to hold some data from the hibernate entity, use no annotations on it whatsoever - leave it a simple pojo.', 'Update: In regards to SQL views, Hibernate docs write:', 'There is no difference between a view and a base table for a Hibernate mapping.', 'This is transparent at the database level']",[0],4381360
"['Increase the Windows process limit to 3gb.', '(via boot.ini or Vista boot manager)']",[],1153712
"['You may want to read this: ""__ut Of MemoryÃ¨ÂÂÃ©Â©Â´?Does Not Refer to Physical Memory"" by Eric Lippert.', 'In short, and very simplified, ""Out of memory"" does not really mean that the amount of available memory is too small.', 'The most common reason is that within the current address space, there is no contiguous portion of memory that is large enough to serve the wanted allocation.', 'If you have 100 blocks, each 4 MB large, that is not going to help you when you need one 5 MB block.', 'Key Points:', 'the data storage that we call __rocess memoryÃ¨ÂÂÃ©Â©Â´?is in my opinion best visualized as a massive file on disk.', 'RAM can be seen as merely a performance optimization', 'Total amount of virtual memory your program consumes is really not hugely relevant to its performance', '""running out of RAM"" seldom results in an __ut of memoryÃ¨ÂÂÃ©Â©Â´?error.', 'Instead of an error, it results in bad performance because the full cost of the fact that storage is actually on disk suddenly becomes relevant.']","[1,2]",1153743
"[""You don't have a continuous block of memory in order to allocate 762MB, your memory is fragmented and the allocator cannot find a big enough hole to allocate the needed memory."", 'You can try to work with /3GB (as others had suggested)', 'Or switch to 64 bit OS.', 'Or modify the algorithm so it will not need a big chunk of memory.', 'maybe allocate a few smaller (relatively) chunks of memory.']",[0],1153751
"['32bit windows has a 2GB process memory limit.', 'The /3GB boot option others have mentioned will make this 3GB with just 1gb remaining for OS kernel use.', 'Realistically if you want to use more than 2GB without hassle then a 64bit OS is required.', 'This also overcomes the problem whereby although you may have 4GB of physical RAM, the address space requried for the video card can make a sizeable chuck of that memory unusable - usually around 500MB.']",[2],1153767
"['Well, I got a similar problem with large data set and trying to force the application to use so much data is not really the right option.', 'The best tip I can give you is to process your data in small chunk if it is possible.', 'Because dealing with so much data, the problem will come back sooner or later.', ""Plus, you cannot know the configuration of each machine that will run your application so there's always a risk that the exception will happens on another pc.""]",[],1153784
"[""I'd advise against the /3GB windows boot option."", ""Apart from everything else (it's overkill to do this for one badly behaved application, and it probably won't solve your problem anyway), it can cause a lot of instability."", 'Many Windows drivers are not tested with this option, so quite a few of them assume that user-mode pointers always point to the lower 2GB of the address space.', 'Which means they may break horribly with /3GB.', 'However, Windows does normally limit a 32-bit process to a 2GB address space.', ""But that doesn't mean you should expect to be able to allocate 2GB!"", 'The address space is already littered with all sorts of allocated data.', ""There's the stack, and all the assemblies that are loaded, static variables and so on."", ""There's no guarantee that there will be 800MB of contiguous unallocated memory anywhere."", 'Allocating 2 400MB chunks would probably fare better.', 'Or 4 200MB chunks.', 'Smaller allocations are much easier to find room for in a fragmented memory space.', ""Anyway, if you're going to deploy this to a 12GB machine anyway, you'll want to run this as a 64-bit application, which should solve all the problems.""]",[],1153788
"['If you need such large structures, perhaps you could utilize Memory Mapped Files.', 'This article could prove helpful:', 'http://www.codeproject.com/KB/recipes/MemoryMappedGenericArray.aspx', 'LP,', 'Dejan']",[0],1153809
"['Rather than allocating a massive array, could you try utilizing an iterator?', ""These are delay-executed, meaning values are generated only as they're requested in an foreach statement; you shouldn't run out of memory this way:"", ""The above will generate as many random numbers as you wish, but only generate them as they're asked for via a foreach statement."", ""You won't run out of memory that way."", 'Alternately, If you must have them all in one place, store them in a file rather than in memory.']","[0,4]",1154715
"['By registering the class (specifically its CLSID) -- see e.g.', 'here.']",[0],1496235
"[""It looks like whichever program or process you're trying to initialize either isn't installed on your machine, has a damaged installation or needs to be registered."", 'Either install it, repair it (via Add/Remove Programs) or register it (via Regsvr32.exe).', ""You haven't provided enough information for us to help you any more than this.""]",[1],1496238
"['Also note that the class context when initializing can create that exception.', 'If you have an object which is coded as INPROC_SERVER but you try to CoCreateInstance as CLSCTX_LOCAL_SERVER, you will also get that error.', 'You need to ensure the object is registered and the CoCreateInstance is creating an instance with the correct class context.']",[2],1496244
"['This error is probably related to a byte order mark (BOM) prior to the actual XML content.', 'You need to parse the returned String and discard the BOM, so SAXParser can process the document correctly.', 'You will find a possible solution here.']","[0,1]",4570015
"['This generally means that the owning Hibernate session has already closed.', 'You can do one of the following to fix it:', 'whichever object creating this problem, use <code>HibernateTemplate.initialize(object name)</code>', 'Use <code>lazy=false</code> in your hbm files.']","[0,1]",346338
"['If you are managing the Hibernate session manually, you may want to look into sessionFactory.getCurrentSession() and associated docs here:', 'http://www.hibernate.org/hib_docs/v3/reference/en/html/architecture-current-session.html']",[],351589
"['Okay, finally figured out where I was remiss.', 'I was under the mistaken notion that I should wrap each DAO method in a transaction.', 'Terribly wrong!', ""I've learned my lesson."", ""I've hauled all the transaction code from all the DAO methods and have set up transactions strictly at the application/manager layer."", 'This has totally solved all my problems.', 'Data is properly lazy loaded as I need it, wrapped up and closed down once I do the commit.', 'Life is goodly... :)']",[1],422591
"['I think Piko means in his response that there is the hbm file.', 'I have a file called Tax.java.', 'The mapping information are saved in the hbm (=hibernate mapping) file.', 'In the class tag there is a property called lazy.', 'Set that property to true.', 'The following hbm example shows a way to set the lazy property to false.', '`', '          id', ""...'"", 'If you are using Annotations instead look in the hibernate documenation.', 'http://docs.jboss.org/hibernate/stable/annotations/reference/en/html_single/', 'I hope that helped.']",[],3335040
"['if you are using Lazy loading your method must be annotated with', '<code>@TransactionAttribute(TransactionAttributeType.REQUIRES_NEW)</code> for Stateless Session EJB']",[],3489837
"['We encountered this error as well.', 'What we did to solve the issue is we added a lazy=false in the Hibernate mapping file.', ""It appears we had a class A that's inside a Session that loads another class B."", 'We are trying to access the data on class B but this class B is detached from the session.', ""In order for us to access this Class B, we had to specify in the class A's Hibernate mapping file the lazy=false attribute."", 'For example,']",[1],3634167
"['The problem is that you are trying to access a collection in an object that is detached.', 'You need to re-attach the object before accessing the collection to the current session.', 'You can do that through', 'Using <code>lazy=false</code> is not a good solution because you are throwing away the Lazy Initialization  feature of hibernate.', 'When <code>lazy=false</code>, the collection is loaded in memory at the same time that the object is requested.', 'This means that if we have a collection with 1000 items, they all will be loaded in memory, despite we are going to access them or not.', 'And this is not good.', 'Please read this article where it explains the problem, the possible solutions and why is implemented this way.', 'Also, to understand Sessions and Transactions you must read this other article.']","[0,1,2]",3635595
"['If you are using hibernate with JPA annotations then this will be useful.', 'In your service class there should be a setter for entity manager with @PersistenceContext.', 'change this to @PersistenceContext(type = PersistenceContextType.EXTENDED).', 'Then you can access lazy property in any where.']",[],3798071
"['If you know about the impact of <code>lazy=false</code> and still want to makes it as default (e.g., for prototyping purposes), you can use any of the following:', 'if you are using XML configuration: add <code>default-lazy=""false""</code> to your <code>&lt;hibernate-mapping&gt;</code> element', 'if you are using annotation configuration: add <code>@Proxy(lazy=false)</code> to your entity class(es)']",[0],4093312
"['You cannot display an application window/dialog through a Context that is not an Activity.', 'Try passing a valid activity reference']",[0],2635366
"['Instead of :', '<code>Context appContext = this.getApplicationContext();</code>', ""you should use a pointer to the activity you're in (probably <code>this</code>)."", 'I got bitten by this today too, the annoying part is the <code>getApplicationContext()</code> is verbatim from developer.android.com :(']",[2],2639515
"['Ditto on the getApplicationContext thing.', ""The documents on the android site says to use it, but it doesn't work...grrrrr :-P"", 'Just do:', '""this"" is usually your Activity from which you start the dialog.']",[2],2792835
"['The most common cause is that you have some conflict in where your classes are loaded from.', 'For example if you have 2 locations and one has JDBC drivers and the other one not then if your classloader loads from the 1st location and some class from the 1st location wants to use the driver - the driver is not there.', 'So look for the duplicate JARs that are using your driver']",[0],1585827
"['I keep the mysql-connector jar with my project rather than in Javahome.', 'As a result, you can be sure it can be found by being sure its in the local classpath.', 'A big upside is that you you can more the project to another machine and not have to worry about (or forget) to set this up again.', 'I personally like including it in version control.']",[],1585886
"['What did you put exactly in <code>lib</code>, <code>jre/lib</code> or <code>jre/lib/ext</code>?', 'Was it the jar <code>mysql-connector-java-5.1.5-bin.jar</code> or something else (like a directory)?', ""By the way, I wouldn't put it in <code>lib</code>, <code>jre/lib</code> or <code>jre/lib/ext</code>, there are other ways to add a jar to the classpath."", 'You can do that by adding it explicitly the CLASSPATH environment variable.', 'Or you can use the <code>-cp</code> option of <code>java</code>.', 'But this is another story.']",[],1585923
"['I have the same problem', 'but I found this after a long search:', 'http://www.herongyang.com/JDBC/MySQL-JDBC-Driver-Load-Class.html', 'But I made some change.', 'I put the driver in the same folder as my <code>ConTest.java</code> file,', 'and compile it, resulting in <code>ConTest.class</code>.', 'So in this folder have', 'and I write this', 'This way if you not use any IDE just cmd in windows or shell in linux.']",[],4542807
"['Are your Id mappings correct?', 'If the database is responsible for creating the Id through an identifier, you need to map your userobject to that ..']",[1],1074094
"['I have had this error many times and it can be quite hard to track down...', 'Basically, what hibernate is saying is that you have two objects which have the same identifier (same primary key) but they are not the same object.', 'I would suggest you break down your code, i.e.', 'comment out bits until the error goes away and then put the code back until it comes back and you should find the error it.', 'It most often happens via cascading saves where there is a cascade save between object A and B, but object B has already been associated with the session but not on the same instance of B.', 'What primary key generator are you using?', ""The reason I ask is this error is related to how you're telling hibernate to ascertain the persistent state of an object (i.e."", 'whether an object is persistent or not).', 'The error could be happening because hibernate is trying to persist and object that is already persistent.', 'In fact, if you use save hibernate will try and persist that object, and maybe there is already an object with that same primary key associated with the session.', 'Example', 'Assuming you have a hibernate class object for a table with 10 rows based on a primary key combination (column 1 and column 2).', 'Now, you have removed 5 rows from the table at some point of time.', 'Now, if you try to add the same 10 rows again, while hibernate tries to persist the objects in database, 5 rows which were already removed will be added without errors.', 'Now the remaining 5 rows which are already existing, will throw this exception.', 'So the easy approach would be checking if you have updated/removed any value in a table which is part of something and later are you trying to insert the same objects again']","[2,3,6,7,8]",1076376
"['Another thing that worked for me was to make the instance variable Long in place of long', 'I had my primary key variable long id;', 'changing it to Long id; worked', 'All the best']",[],1228180
"['Get the object inside the session, here an example:']",[],3088616
"['This is only one point where hibernate makes more problems than it solves.', ""In my case there are many objects with the same identifier 0, because they are new and don't have one."", 'The db generates them.', 'Somewhere I have read that 0 signals Id not set.', 'The intuitive way to persist them is iterating over them and saying hibernate to save the objects.', 'But You can\'t do that - ""Of course You should know that hibernate works this and that way, therefore You have to..""', 'So now I can try to change Ids to Long instead of long and look if it then works.', ""In the end it's easier to do it with a simple mapper by your own, because hibernate is just an additional intransparent burden."", 'Another example: Trying to read parameters from one database and persist them in another forces you to do nearly all work manually.', 'But if you have to do it anyway, using hibernate is just additional work.']",[],3976093
"['Your code (or some code called by you) is making a call to a COM method which is returning an unknown value.', ""If you can find that then you're half way there."", 'You could try breaking when the exception is thrown.', 'Go to Debug > Exceptions... and use the Find... option to locate <code>System.Runtime.InteropServices.COMException</code>.', ""Tick the option to break when it's thrown and then debug your application."", ""Hopefully it will break somewhere meaningful and you'll be able to trace back and find the source of the error.""]","[2,3,4]",4281451
"['I tried your code:', 'It threw an exception at this line:', 'Maybe you are also facing the same kind of problem.', 'Instead of casting to DataRowView, try making the following changes:', 'Because items in CheckedListBox are of object type.']",[3],1226258
"[""A Type Initializer exception indicates that the type couldn't be created."", 'This would occur typically right before your call to your method when you simply reference that class.', 'Is the code you have here the complete text of your type?', 'I would be looking for something like an assignment to fail.', 'I see this a lot with getting app settings and things of that nature.', 'You can also see this with static constructors for types.', 'In any case, is there any more to this class?']","[0,1]",1645331
"['If you have web services, check your URL pointing to the service.', 'I had a simular issue which was fixed when I changed my web service URL.']",[],2185322
"['The documentation could help you : http://java.sun.com/j2se/1.5.0/docs/api/javax/xml/parsers/DocumentBuilder.html', 'The method <code>DocumentBuilder.parse(String)</code> takes a URI and tries to open it.', 'If you want to directly give the content, you have to give it an <code>InputStream</code> or <code>Reader</code>, for example a <code>StringReader</code>.', '...', 'Welcome to the Java standard levels of indirections !', 'Basically :', 'Note that if you read your XML from a file, you can directly give the <code>File</code> object to <code>DocumentBuilder.parse()</code> .', 'As a side note, this is a pattern you will encounter a lot in Java.', 'Usually, most API work with Streams more than with Strings.', 'Using Streams means that potentially not all the content has to be loaded in memory at the same time, which can be a great idea !']","[1,2]",1706533
"['I would either:', 'Try to <code>ssh</code> from the command line and accept the public key (the host will be added to <code>~/.ssh/known_hosts</code> and everything should then work fine from Jsch) -OR-', 'Configure JSch to not use ""StrictHostKeyChecking"" (this introduces insecurities and should only be used for testing purposes), using the following code:', 'Option #1 (adding the host to the <code>~/.ssh/known_hosts</code> file) has my preference.']",[0],2003460
"['>= ES6:', '&lt;= ES5', 'From the reference:']","[0,1]",307194
