question_id,question_type,question_title,question_body,tags,answer_posts
1007786,3,"How to fix ""The ConnectionString property has not been initialized""","['How to fix ""The ConnectionString property has not been initialized""', 'When I start my application I get:  <strong><em>The ConnectionString property has not been initialized.</em></strong>', 'Web.config:', '<code>&lt;connectionStrings&gt;    &lt;add name=""MyDB""         connectionString=""Data Source=localhost\\sqlexpress;Initial Catalog=mydatabase;User Id=myuser;Password=mypassword;"" /&gt;&lt;/connectionStrings&gt;</code>', 'The stack being:', '<code>System.Data.SqlClient.SqlConnection.PermissionDemand() +4876643System.Data.SqlClient.SqlConnectionFactory.PermissionDemand(DbConnection outerConnection) +20System.Data.ProviderBase.DbConnectionClosed.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory) +117System.Data.SqlClient.SqlConnection.Open() +122</code>', ""I'm fairly new to .NET and I don't get this one."", 'I found a lot of answers on Google, but none really fixed my issue.', 'What does that mean?', 'Is my web.config bad?', 'Is my function bad?', ""Is my SQL configuration not working correctly (I'm using sqlexpress)?"", ""My main problem here is that I'm not sure where to start to debug this... anything would help."", 'EDIT:', 'Failling code:', '<code>MySQLHelper.ExecuteNonQuery(ConfigurationManager.AppSettings[""ConnectionString""],CommandType.Text,sqlQuery,sqlParams);</code>', 'sqlQuery is a query like ""select * from table"".', 'sqlParams is not relevant here.', 'The other problem here is that my company uses MySQLHelper, and I have no visibility over it (only have a dll for a helper lib).', ""It has been working fine in other projects, so I'm 99% that the error doesn't come from here."", ""I guess if there's no way of debuging it without seeing the code I'll have to wait to get in touch with the person who created this helper in order to get the code.""]","['c#', 'asp.net', 'connection-string', 'database-connection']","[1007835, 1007934, 1007941]"
3072173,2,How to call a method after a delay in Android,"['How to call a method after a delay in Android', 'I want to be able to call the following method after a specified delay.', ' In objective c there was something like:', 'Is there an equivalent of this method in android with java?', 'For example I need to be able to call a method after 5 seconds.']","['java', 'android', 'handler', 'delay']","[3072258, 3072298, 3072338, 3072530]"
2814128,3,"Python Error: ""ValueError: need more than 1 value to unpack""","['Python Error: ""ValueError: need more than 1 value to unpack""', 'In Python, when I run this code:', '<code>from sys import argvscript, user_name =argvprompt = \'&gt;\'print ""Hi %s, I\'m the %s script.""', '% (user_name, script)</code>', 'I get this error:', '<code>Traceback (most recent call last):  script, user_name =argv  ValueError: need more than 1 value to unpack</code>', 'What does that error mean?']","['python', 'arguments']","[2814150, 970725, 2814527]"
860339,1,"Difference between private, public, and protected inheritance","['Difference between private, public, and protected inheritance', 'What is the difference between <code>public</code>, <code>private</code>, and <code>protected</code> inheritance in C++?', ""All of the questions I've found on SO deal with specific cases.""]","['c++', 'inheritance', 'encapsulation', 'access-specifier', 'c++-faq']","[860351, 860353, 860363, 860387, 55736, 1372857, 1372858, 1373138, 1374362, 2013415, 3673996]"
133310,2,"How can I get jQuery to perform a synchronous, rather than asynchronous, Ajax request?","['How can I get jQuery to perform a synchronous, rather than asynchronous, Ajax request?', 'I have a JavaScript widget which provides standard extension points.', 'One of them is the <code>beforecreate</code> function.', 'It should return <code>false</code> to prevent an item from being created.', ""I've added an Ajax call into this function using jQuery:"", ""<code>beforecreate: function (node, targetNode, type, to) {  jQuery.get('http://example.com/catalog/create/' + targetNode.id + '?name=' + encode(to.inp[0].value),  function (result) {    if (result.isOk == false)         alert(result.message);  });}</code>"", 'But I want to prevent my widget from creating the item, so I should return <code>false</code> in the mother-function, not in the callback.', 'Is there a way to perform a synchronous AJAX request using jQuery or any other in-browser API?']","['javascript', 'jquery', 'ajax', 'asynchronous']","[133327, 2592780]"
3803326,3,"this.getClass().getClassLoader().getResource(""..."") and NullPointerException","['this.getClass().getClassLoader().getResource(""..."") and NullPointerException', 'I have created a minimal maven project with a single child module in eclipse helios.', 'In the src/test/resources folder I have put a single file ""install.xml"".', 'In the folder src/test/java I have created a single package with a single class that does:', 'but when I run the code as a junit 4 unit test I just get a NullPointerException.', 'This has worked fine a million of times before.', 'Any ideas?', 'I have followed this guide:', 'http://www.fuyun.org/2009/11/how-to-read-input-files-in-maven-junit/', 'but still get the same error.']","['eclipse', 'maven-2', 'classloader']",[3803527]
2955459,1,What is an index in SQL?,"['What is an index in SQL?', 'What is an index in SQL?', 'Can you explain or reference to understand clearly?', 'Where should I use an index?']","['sql', 'indexing']","[2955462, 2955469, 2955470, 2955494, 2955501]"
471248,1,What is ultimately a time_t typedef to?,"['What is ultimately a time_t typedef to?', 'I searched in linux box and saw it being typedef to', '<code>typedef __time_t time_t;</code>', 'But could not find the __time_t  definition.']","['c', 'linux', 'types', 'definition']","[471270, 471274, 471281, 471287]"
141525,1,What are bitwise shift (bit-shift) operators and how do they work?,"['What are bitwise shift (bit-shift) operators and how do they work?', ""I've been attempting to learn C in my spare time, and other languages (C#, Java, etc.)"", 'have the same concept (and often the same operators) ...', ""What I'm wondering is, at a core level, what does bit-shifting (&lt;&lt;, >>, >>>) do, what problems can it help solve, and what gotchas lurk around the bend?"", ""In other words, an absolute beginner's guide to bit shifting in all its goodness.""]","['operators', 'bit-manipulation', 'bit-shift', 'binary-operators']","[141576, 141645, 141873, 142335]"
506075,2,How do I fix the indentation of an entire file in Vi?,"['How do I fix the indentation of an entire file in Vi?', 'In Vim, what is the command to correct the indentation of all the lines?', ""Often times I'll copy and paste code into a remote terminal and have the whole thing messed up."", 'I want to fix this in one fell swoop.']","['vim', 'vi', 'indentation']","[506079, 506081, 506116, 506121, 508935, 508996, 1086057, 1942943]"
839899,2,How do I calculate a point on a circleÃ©ÂÂ¥Ã¦ÂªÂ circumference?,"['How do I calculate a point on a circleÃ©ÂÂ¥Ã¦ÂªÂ circumference?', 'How can the following function be implemented in various languages?', 'Calculate the <code>(x,y)</code> point on the circumference of a circle, given input values of:', '<li>Radius', '<li>Angle', '<li>Origin (optional parameter, if supported by the language)']","['algorithm', 'math', 'trigonometry']","[839904, 839931, 1617134]"
1911015,2,How do I debug Node.js applications?,"['How do I debug Node.js applications?', 'How do I debug a Node.js server application?', ""Right now I'm mostly using alert debugging with print statements like this:"", 'There must be a better way to debug.', 'I know that Google Chrome has a command-line debugger.', 'Is this debugger available for Node.js as well?']","['javascript', 'node.js', 'debugging', 'google-chrome-devtools']","[792015, 3944507]"
444657,2,How do I set a column value to NULL in SQL Server Management Studio?,"['How do I set a column value to NULL in SQL Server Management Studio?', 'How do I clear the value from a cell and make it NULL?']","['sql', 'sql-server']","[1223394, 444668, 444669, 444672]"
2965747,3,Why do I get an UnsupportedOperationException when trying to remove an element from a List?,"['Why do I get an UnsupportedOperationException when trying to remove an element from a List?', 'I have this code:', 'I get this:', 'How would be this the correct way?', 'Java.15']","['java', 'exception', 'list', 'arraylist']","[2965762, 2965763, 2965764, 2965783, 2965803, 2965808, 2966380]"
3545331,2,How can I get dictionary key as variable directly in Python (not by searching from value)?,"['How can I get dictionary key as variable directly in Python (not by searching from value)?', ""Sorry for this basic question but my searches on this are not turning up anything other than how to get a dictionary's key based on its value which I would prefer not to use as I simply want the text/name of the key and am worried that searching by value may end up returning 2 or more keys if the dictionary has a lot of entries... what I am trying to do is this:"", 'The reason for this is that I am printing these out to a document and I want to use the key name and the value in doing this', ""I have seen the method below but this seems to just return the key's value""]","['python', 'dictionary', 'key']","[3545353, 3545355, 3545364]"
1351925,1,Why does 2 mod 4 = 2?,"['Why does 2 mod 4 = 2?', ""I'm embarrassed to ask such a simple question."", ""My term does not start for two more weeks so I can't ask a professor, and the suspense would kill me."", 'Why does 2 mod 4 = 2?']",['modulo'],"[1351926, 1351928, 1351929, 1351931, 1351932, 1351947, 1351948]"
